Boston,MA,655884,42.3601,71.0589
Worcester,MA,184815,42.2626,71.8023
Providence,RI,179207,41.8240,71.4128
Springfield,MA,153060,42.1015,72.5898
Bridgeport,CT,147629,41.1792,73.1894
New Haven,CT,131024,41.3083,72.9279
Stamford,CT,130824,41.0534,73.5387
Hartford,CT,124893,41.7658,72.6734
Manchester,NH,110448,42.9956,71.4548
Lowell,MA,109945,42.6334,71.3162
Waterbury,CT,109676,41.5582,73.0515
Cambridge,MA,107289,42.3736,71.1097
